titulo,localizacion,precio,ascensor,baños,trastero,piso,habitaciones,metros_reales,armarios_empotrados,terraza,garaje,calefaccion,aire_acondicionado,piscina,zonas_verdes
"Alquiler de Piso en avenida Barcelona, 18","Zaidín, Granada",700,1.0,1,0,Ultimos_pisos,3,1,0,1,0,1,0,0,0
Alquiler de Piso en Gran Vía,"Centro, Granada",650,0.0,1,0,Primeros_pisos,3,80,0,0,0,1,0,0,0
Alquiler de Piso en Recogidas,"Centro, Granada",1150,1.0,2,0,Ultimos_pisos,2,68,0,0,0,0,0,0,0
"Alquiler de Piso en avenida de Madrid, 1","San Ildefonso, Granada",1040,1.0,1,0,Primeros_pisos,4,90,0,1,0,0,1,0,0
Alquiler de Piso en Los Pajaritos,"Los Pajaritos - Plaza de Toros, Granada",1200,1.0,1,0,Primeros_pisos,4,90,0,0,0,0,1,0,0
Alquiler de Piso en San Matías - Pavaneras,"Realejo, Granada",700,0.0,1,0,Primeros_pisos,1,76,0,0,0,1,1,0,0
"Alquiler de Chalet pareado en avenida del Sol, 20",Huétor-Vega,850,0.0,1,0,Muchas_plantas,3,2,0,1,0,0,1,0,0
"Alquiler de Estudio en cuesta monteros, 11","Cuesta Escoriaza - Barranco del Abogado, Granada",420,0.0,1,0,Primeros_pisos,1,36,0,0,0,0,0,0,0
"Alquiler de Piso en calle Moral de la Magdalena, 19","Recogidas, Granada",650,0.0,1,0,Primeros_pisos,2,80,0,1,0,0,0,0,0
"Alquiler de Piso en calle Martínez Campos, 5","Recogidas, Granada",1200,1.0,2,0,Primeros_pisos,4,1,0,1,0,0,0,0,0
"Alquiler de Piso en paseo de la Bomba, 16","Carrera de la Virgen - Paseo del Salón, Granada",700,1.0,1,0,Primeros_pisos,1,55,1,0,0,1,1,0,0
"Alquiler de Chalet adosado en calle Fajalauza, 3","Albaicín, Granada",600,0.0,3,1,Muchas_plantas,6,1,0,1,0,0,0,0,0
"Alquiler de Ático en calle Rosa, 2",Ogijares,699,1.0,1,1,Primeros_pisos,2,1,1,1,1,1,1,0,1
"Alquiler de Ático en camino de Ronda, 212","Los Pajaritos, Granada",1000,1.0,2,0,Ultimos_pisos,3,90,1,0,0,1,1,0,0
"Alquiler de Piso en calle Águila, 1","Recogidas, Granada",1100,1.0,1,0,Primeros_pisos,2,60,1,0,0,1,1,0,0
"Alquiler de Piso en calle Espronceda, 18","Aljomahima - Ermita, Las Gabias",570,0.0,1,0,Primeros_pisos,2,70,0,1,0,1,0,0,0
"Alquiler de Chalet pareado en avenida del Sol, 20",Huétor-Vega,850,0.0,1,0,Muchas_plantas,3,2,0,1,0,0,1,0,0
"Alquiler de Estudio en cuesta monteros, 11","Cuesta Escoriaza - Barranco del Abogado, Granada",420,0.0,1,0,Primeros_pisos,1,36,0,0,0,0,0,0,0
"Alquiler de Dúplex en calle Aconcagua, 40","Bola de Oro, Granada",700,1.0,2,0,Ultimos_pisos,2,1,0,1,1,1,0,0,0
"Alquiler de Piso en calle Curro Cúchares, 17","La Cruz, Granada",650,1.0,1,0,Primeros_pisos,1,90,1,1,0,1,1,0,0
"Alquiler de Piso en calle Gras y Granollers, 23","La Chana, Granada",780,0.0,1,0,Primeros_pisos,2,70,0,0,0,1,0,0,0
"Alquiler de Piso en avenida de Madrid, 20","San Ildefonso, Granada",700,1.0,1,0,Ultimos_pisos,2,55,1,0,0,1,1,0,0
"Alquiler de Piso en calle Ruiseñor, 3","Los Pajaritos, Granada",850,1.0,2,1,Primeros_pisos,3,75,1,0,0,1,0,0,0
"Alquiler de Piso en camino de Albolote, 10",Maracena,800,0.0,1,0,Primeros_pisos,4,80,1,1,0,1,1,0,0
"Alquiler de Piso en avenida de Dílar, 81","Zaidín, Granada",600,0.0,1,0,Bajo,1,40,0,0,0,0,0,0,0
Alquiler de Piso en Gran Vía,"Centro, Granada",1300,1.0,2,0,Primeros_pisos,4,1,0,0,0,1,0,0,0
Alquiler de Piso en La Chana,Granada,780,0.0,1,0,Primeros_pisos,2,70,0,0,0,0,0,0,0
Alquiler de Piso en Jardín Botánico,"Centro, Granada",650,0.0,1,0,Primeros_pisos,1,50,0,0,0,0,0,0,0
"Alquiler de Piso en calle Luz Casanova, 4","Polígono Cartuja, Granada",1300,1.0,2,0,Ultimos_pisos,4,1,0,1,1,1,1,0,0
Alquiler de Piso en Casería de Montijo,"Norte, Granada",1050,0.0,1,0,Primeros_pisos,4,89,0,0,0,0,0,0,0
Alquiler de Piso en Cervantes-Palacio de Deportes,Granada,680,1.0,1,0,Primeros_pisos,2,80,1,0,0,1,0,1,0
Alquiler de Piso en calle Poeta César Vallejo,"Cervantes-Palacio de Deportes, Granada",750,1.0,1,0,Bajo,3,96,0,1,0,1,0,0,0
"Alquiler de Piso en calle Valencia, 36","Zona Parque de la Ermita, Churriana de la Vega",580,1.0,1,0,Primeros_pisos,2,80,1,0,0,0,0,0,0
"Alquiler de Chalet pareado en via del Tranvía, 15",Cajar,1500,0.0,4,1,Muchas_plantas,3,2,0,1,1,1,1,0,0
"Alquiler de Piso en calle Juan de Ávila Segovia, 3","Ronda - Arabial, Granada",900,1.0,1,0,Primeros_pisos,3,81,1,0,0,0,0,0,0
"Alquiler de Piso en calle Pintor Zuloaga, 22","Figares, Granada",1200,1.0,2,0,Primeros_pisos,4,1,0,1,0,0,0,0,0
Alquiler de Piso en Zaidín,Granada,700,0.0,1,0,Bajo,2,70,1,1,0,1,0,0,0
Alquiler de Piso en Plaza de Toros,"Los Pajaritos - Plaza de Toros, Granada",1000,1.0,2,0,Primeros_pisos,3,1,0,0,0,1,0,0,0
"Alquiler de Piso en calle Morayma, 9","Bola de Oro, Granada",890,1.0,2,1,Primeros_pisos,4,1,1,1,1,0,0,0,1
"Alquiler de Piso en avenida de la Constitución, 20","Plaza de Toros, Granada",2500,1.0,2,0,Ultimos_pisos,5,2,1,1,0,1,0,0,0
"Alquiler de Chalet pareado en calle Granada, 26",Monachil,1000,0.0,1,0,Muchas_plantas,1,60,0,1,1,1,0,0,0
"Alquiler de Piso en calle Pintor Manuel Maldonado, 20","Cervantes-Palacio de Deportes, Granada",570,1.0,1,0,Primeros_pisos,1,60,1,0,0,0,0,0,0
"Alquiler de Estudio en Aixa la Horra, 4","Bola de Oro, Granada",600,1.0,1,0,Primeros_pisos,1,48,1,0,0,1,0,1,1
"Alquiler de Piso en calle Tórtola, 35","Los Pajaritos, Granada",1200,1.0,2,1,Primeros_pisos,4,1,0,1,0,0,0,0,0
"Alquiler de Piso en avenida Don Bosco, 21","Zaidín, Granada",800,1.0,1,0,Primeros_pisos,3,86,1,0,0,1,0,0,0
"Alquiler de Piso en calle Buensuceso, 25","Recogidas, Granada",990,0.0,1,0,Primeros_pisos,2,90,1,1,0,0,1,0,0
"Alquiler de Estudio en calle Madrid, 74",Monachil,500,1.0,1,0,Bajo,1,50,0,0,0,0,0,0,0
"Alquiler de Ático en calle Barrichuelo de Cartuja, 6","San Ildefonso, Granada",750,0.0,1,0,Primeros_pisos,2,1,0,1,0,0,1,0,0
"Alquiler de Piso en calle Carnicería, 1","San Matías - Pavaneras, Granada",800,1.0,1,0,Primeros_pisos,3,1,1,0,0,1,1,0,0
"Alquiler de Piso en Placeta de Aljucer, 1","San Ildefonso, Granada",800,0.0,1,0,Primeros_pisos,3,70,0,0,0,0,0,0,0
"Alquiler de Dúplex en Cuba, 10","Aljomahima - Ermita, Las Gabias",700,1.0,2,0,Primeros_pisos,3,1,0,1,1,1,0,1,0
"Alquiler de Piso en calle Estepona, 7","Carrera de la Virgen - Paseo del Salón, Granada",1300,1.0,2,0,Ultimos_pisos,3,1,0,0,1,0,1,0,0
Alquiler de Piso en calle Barrichuelo de Cartuja,"San Ildefonso, Granada",750,0.0,1,0,Bajo,1,50,1,0,0,1,1,0,0
